project_name,snapshot_date,stage,probability,expected_close_date,pipeline_value
Project 0678,2026-04-24,In Delivery,0.75,2026-01-23,138150
Project 0678,2026-03-24,In Delivery,0.75,2026-01-23,138150
Project 0679,2026-08-24,Qualified,0.35,2026-08-07,263400
Project 0679,2026-07-24,Qualified,0.35,2026-08-07,263400
Project 0679,2026-06-24,Qualified,0.35,2026-08-07,263400
Project 0679,2026-05-24,Qualified,0.35,2026-08-07,263400
Project 0679,2026-04-24,Qualified,0.35,2026-08-07,263400
Project 0679,2026-03-24,Qualified,0.35,2026-08-07,263400
Project 0680,2026-08-24,In Delivery,0.75,2026-11-14,51300
Project 0680,2026-07-24,In Delivery,0.75,2026-11-14,51300
Project 0680,2026-06-24,In Delivery,0.75,2026-11-14,51300
Project 0680,2026-05-24,In Delivery,0.75,2026-11-14,51300
Project 0680,2026-04-24,In Delivery,0.75,2026-11-14,51300
Project 0680,2026-03-24,In Delivery,0.75,2026-11-14,51300
Project 0681,2026-08-24,Prospect,0.15,2026-05-05,706800
Project 0681,2026-07-24,Prospect,0.15,2026-05-05,706800
Project 0681,2026-06-24,Prospect,0.15,2026-05-05,706800
Project 0681,2026-05-24,Prospect,0.15,2026-05-05,706800
Project 0681,2026-04-24,Prospect,0.15,2026-05-05,706800
Project 0681,2026-03-24,Prospect,0.15,2026-05-05,706800
Project 0682,2026-08-24,Prospect,0.15,2027-02-10,746500
Project 0682,2026-07-24,Prospect,0.15,2027-02-10,746500
Project 0682,2026-06-24,Prospect,0.15,2027-02-10,746500
Project 0682,2026-05-24,Prospect,0.15,2027-02-10,746500
Project 0682,2026-04-24,Prospect,0.15,2027-02-10,746500
Project 0682,2026-03-24,Prospect,0.15,2027-02-10,746500
Project 0683,2026-08-24,In Delivery,0.75,2027-01-14,1403200
Project 0683,2026-07-24,In Delivery,0.75,2027-01-14,1403200
Project 0683,2026-06-24,In Delivery,0.75,2027-01-14,1403200
Project 0683,2026-05-24,In Delivery,0.75,2027-01-14,1403200
Project 0683,2026-04-24,In Delivery,0.75,2027-01-14,1403200
Project 0683,2026-03-24,In Delivery,0.75,2027-01-14,1403200
Project 0684,2026-08-24,In Delivery,0.75,2026-09-17,1325200
Project 0684,2026-07-24,In Delivery,0.75,2026-09-17,1325200
Project 0684,2026-06-24,In Delivery,0.75,2026-09-17,1325200
Project 0684,2026-05-24,In Delivery,0.75,2026-09-17,1325200
Project 0684,2026-04-24,In Delivery,0.75,2026-09-17,1325200
Project 0684,2026-03-24,In Delivery,0.75,2026-09-17,1325200
Project 0685,2026-08-24,Closed Won,1.0,2025-10-20,532600
Project 0685,2026-07-24,Closed Won,1.0,2025-10-20,532600
Project 0685,2026-06-24,Closed Won,1.0,2025-10-20,532600
Project 0685,2026-05-24,Closed Won,1.0,2025-10-20,532600
Project 0685,2026-04-24,Closed Won,1.0,2025-10-20,532600
Project 0685,2026-03-24,Closed Won,1.0,2025-10-20,532600
Project 0686,2026-08-24,Prospect,0.15,2025-07-01,173000
Project 0686,2026-07-24,Prospect,0.15,2025-07-01,173000
Project 0686,2026-06-24,Prospect,0.15,2025-07-01,173000
Project 0686,2026-05-24,Prospect,0.15,2025-07-01,173000
Project 0686,2026-04-24,Prospect,0.15,2025-07-01,173000
Project 0686,2026-03-24,Prospect,0.15,2025-07-01,173000
Project 0687,2026-08-24,Qualified,0.35,2026-09-01,355600
Project 0687,2026-07-24,Qualified,0.35,2026-09-01,355600
Project 0687,2026-06-24,Qualified,0.35,2026-09-01,355600
Project 0687,2026-05-24,Qualified,0.35,2026-09-01,355600
Project 0687,2026-04-24,Qualified,0.35,2026-09-01,355600
Project 0687,2026-03-24,Qualified,0.35,2026-09-01,355600
Project 0688,2026-08-24,Qualified,0.35,2026-11-29,188800
Project 0688,2026-07-24,Qualified,0.35,2026-11-29,188800
Project 0688,2026-06-24,Qualified,0.35,2026-11-29,188800
Project 0688,2026-05-24,Qualified,0.35,2026-11-29,188800
Project 0688,2026-04-24,Qualified,0.35,2026-11-29,188800
Project 0688,2026-03-24,Qualified,0.35,2026-11-29,188800
Project 0689,2026-08-24,In Delivery,0.75,2026-04-30,1147000
Project 0689,2026-07-24,In Delivery,0.75,2026-04-30,1147000
Project 0689,2026-06-24,In Delivery,0.75,2026-04-30,1147000
Project 0689,2026-05-24,In Delivery,0.75,2026-04-30,1147000
Project 0689,2026-04-24,In Delivery,0.75,2026-04-30,1147000
Project 0689,2026-03-24,In Delivery,0.75,2026-04-30,1147000
Project 0690,2026-08-24,Closed Won,1.0,2026-03-26,789400
Project 0690,2026-07-24,Closed Won,1.0,2026-03-26,789400
Project 0690,2026-06-24,Closed Won,1.0,2026-03-26,789400
Project 0690,2026-05-24,Closed Won,1.0,2026-03-26,789400
Project 0690,2026-04-24,Closed Won,1.0,2026-03-26,789400
Project 0690,2026-03-24,Closed Won,1.0,2026-03-26,789400
Project 0691,2026-08-24,Closed Won,1.0,2027-02-03,1178800
Project 0691,2026-07-24,Closed Won,1.0,2027-02-03,1178800
Project 0691,2026-06-24,Closed Won,1.0,2027-02-03,1178800
Project 0691,2026-05-24,Closed Won,1.0,2027-02-03,1178800
Project 0691,2026-04-24,Closed Won,1.0,2027-02-03,1178800
Project 0691,2026-03-24,Closed Won,1.0,2027-02-03,1178800
Project 0692,2026-08-24,Prospect,0.15,2025-09-17,432200
Project 0692,2026-07-24,Prospect,0.15,2025-09-17,432200
Project 0692,2026-06-24,Prospect,0.15,2025-09-17,432200
Project 0692,2026-05-24,Prospect,0.15,2025-09-17,432200
Project 0692,2026-04-24,Prospect,0.15,2025-09-17,432200
Project 0692,2026-03-24,Prospect,0.15,2025-09-17,432200
Project 0693,2026-08-24,Prospect,0.15,2026-05-31,1329600
Project 0693,2026-07-24,Prospect,0.15,2026-05-31,1329600
Project 0693,2026-06-24,Prospect,0.15,2026-05-31,1329600
Project 0693,2026-05-24,Prospect,0.15,2026-05-31,1329600
Project 0693,2026-04-24,Prospect,0.15,2026-05-31,1329600
Project 0693,2026-03-24,Prospect,0.15,2026-05-31,1329600
Project 0694,2026-08-24,In Delivery,0.75,2025-04-14,589200
Project 0694,2026-07-24,In Delivery,0.75,2025-04-14,589200
Project 0694,2026-06-24,In Delivery,0.75,2025-04-14,589200
Project 0694,2026-05-24,In Delivery,0.75,2025-04-14,589200
Project 0694,2026-04-24,In Delivery,0.75,2025-04-14,589200
Project 0694,2026-03-24,In Delivery,0.75,2025-04-14,589200
Project 0695,2026-08-24,Prospect,0.15,2027-01-19,1556450
Project 0695,2026-07-24,Prospect,0.15,2027-01-19,1556450
Project 0695,2026-06-24,Prospect,0.15,2027-01-19,1556450
Project 0695,2026-05-24,Prospect,0.15,2027-01-19,1556450
Project 0695,2026-04-24,Prospect,0.15,2027-01-19,1556450
Project 0695,2026-03-24,Prospect,0.15,2027-01-19,1556450
Project 0696,2026-08-24,Prospect,0.15,2025-01-12,713250
Project 0696,2026-07-24,Prospect,0.15,2025-01-12,713250
Project 0696,2026-06-24,Prospect,0.15,2025-01-12,713250
Project 0696,2026-05-24,Prospect,0.15,2025-01-12,713250
Project 0696,2026-04-24,Prospect,0.15,2025-01-12,713250
Project 0696,2026-03-24,Prospect,0.15,2025-01-12,713250
Project 0697,2026-08-24,Qualified,0.35,2026-10-15,519600
Project 0697,2026-07-24,Qualified,0.35,2026-10-15,519600
Project 0697,2026-06-24,Qualified,0.35,2026-10-15,519600
Project 0697,2026-05-24,Qualified,0.35,2026-10-15,519600
Project 0697,2026-04-24,Qualified,0.35,2026-10-15,519600
Project 0697,2026-03-24,Qualified,0.35,2026-10-15,519600
Project 0698,2026-08-24,Prospect,0.15,2025-08-29,220350
Project 0698,2026-07-24,Prospect,0.15,2025-08-29,220350
Project 0698,2026-06-24,Prospect,0.15,2025-08-29,220350
Project 0698,2026-05-24,Prospect,0.15,2025-08-29,220350
Project 0698,2026-04-24,Prospect,0.15,2025-08-29,220350
Project 0698,2026-03-24,Prospect,0.15,2025-08-29,220350
Project 0699,2026-08-24,In Delivery,0.75,2026-05-01,330800
Project 0699,2026-07-24,In Delivery,0.75,2026-05-01,330800
Project 0699,2026-06-24,In Delivery,0.75,2026-05-01,330800
Project 0699,2026-05-24,In Delivery,0.75,2026-05-01,330800
Project 0699,2026-04-24,In Delivery,0.75,2026-05-01,330800
Project 0699,2026-03-24,In Delivery,0.75,2026-05-01,330800
Project 0700,2026-08-24,Qualified,0.35,2027-07-02,469600
Project 0700,2026-07-24,Qualified,0.35,2027-07-02,469600
Project 0700,2026-06-24,Qualified,0.35,2027-07-02,469600
Project 0700,2026-05-24,Qualified,0.35,2027-07-02,469600
Project 0700,2026-04-24,Qualified,0.35,2027-07-02,469600
Project 0700,2026-03-24,Qualified,0.35,2027-07-02,469600
Project 0701,2026-08-24,Qualified,0.35,2026-10-02,347550
Project 0701,2026-07-24,Qualified,0.35,2026-10-02,347550
Project 0701,2026-06-24,Qualified,0.35,2026-10-02,347550
Project 0701,2026-05-24,Qualified,0.35,2026-10-02,347550
Project 0701,2026-04-24,Qualified,0.35,2026-10-02,347550
Project 0701,2026-03-24,Qualified,0.35,2026-10-02,347550
Project 0702,2026-08-24,Closed Won,1.0,2025-12-17,743250
Project 0702,2026-07-24,Closed Won,1.0,2025-12-17,743250
Project 0702,2026-06-24,Closed Won,1.0,2025-12-17,743250
Project 0702,2026-05-24,Closed Won,1.0,2025-12-17,743250
Project 0702,2026-04-24,Closed Won,1.0,2025-12-17,743250
Project 0702,2026-03-24,Closed Won,1.0,2025-12-17,743250
Project 0703,2026-08-24,Closed Won,1.0,2025-10-07,995750
Project 0703,2026-07-24,Closed Won,1.0,2025-10-07,995750
Project 0703,2026-06-24,Closed Won,1.0,2025-10-07,995750
Project 0703,2026-05-24,Closed Won,1.0,2025-10-07,995750
Project 0703,2026-04-24,Closed Won,1.0,2025-10-07,995750
Project 0703,2026-03-24,Closed Won,1.0,2025-10-07,995750
Project 0704,2026-08-24,In Delivery,0.75,2027-04-22,178500
Project 0704,2026-07-24,In Delivery,0.75,2027-04-22,178500
Project 0704,2026-06-24,In Delivery,0.75,2027-04-22,178500
Project 0704,2026-05-24,In Delivery,0.75,2027-04-22,178500
Project 0704,2026-04-24,In Delivery,0.75,2027-04-22,178500
Project 0704,2026-03-24,In Delivery,0.75,2027-04-22,178500
Project 0705,2026-08-24,Prospect,0.15,2026-02-04,599800
Project 0705,2026-07-24,Prospect,0.15,2026-02-04,599800
Project 0705,2026-06-24,Prospect,0.15,2026-02-04,599800
Project 0705,2026-05-24,Prospect,0.15,2026-02-04,599800
Project 0705,2026-04-24,Prospect,0.15,2026-02-04,599800
Project 0705,2026-03-24,Prospect,0.15,2026-02-04,599800
Project 0706,2026-08-24,Closed Won,1.0,2025-06-13,841200
Project 0706,2026-07-24,Closed Won,1.0,2025-06-13,841200
Project 0706,2026-06-24,Closed Won,1.0,2025-06-13,841200
Project 0706,2026-05-24,Closed Won,1.0,2025-06-13,841200
Project 0706,2026-04-24,Closed Won,1.0,2025-06-13,841200
Project 0706,2026-03-24,Closed Won,1.0,2025-06-13,841200
Project 0707,2026-08-24,Prospect,0.15,2026-03-21,383800
Project 0707,2026-07-24,Prospect,0.15,2026-03-21,383800
Project 0707,2026-06-24,Prospect,0.15,2026-03-21,383800
Project 0707,2026-05-24,Prospect,0.15,2026-03-21,383800
Project 0707,2026-04-24,Prospect,0.15,2026-03-21,383800
Project 0707,2026-03-24,Prospect,0.15,2026-03-21,383800
Project 0708,2026-08-24,In Delivery,0.75,2027-03-10,166950
Project 0708,2026-07-24,In Delivery,0.75,2027-03-10,166950
Project 0708,2026-06-24,In Delivery,0.75,2027-03-10,166950
Project 0708,2026-05-24,In Delivery,0.75,2027-03-10,166950
Project 0708,2026-04-24,In Delivery,0.75,2027-03-10,166950
Project 0708,2026-03-24,In Delivery,0.75,2027-03-10,166950
Project 0709,2026-08-24,Qualified,0.35,2027-03-16,705000
Project 0709,2026-07-24,Qualified,0.35,2027-03-16,705000
Project 0709,2026-06-24,Qualified,0.35,2027-03-16,705000
Project 0709,2026-05-24,Qualified,0.35,2027-03-16,705000
Project 0709,2026-04-24,Qualified,0.35,2027-03-16,705000
Project 0709,2026-03-24,Qualified,0.35,2027-03-16,705000
Project 0710,2026-08-24,Closed Won,1.0,2025-08-10,593700
Project 0710,2026-07-24,Closed Won,1.0,2025-08-10,593700
Project 0710,2026-06-24,Closed Won,1.0,2025-08-10,593700
Project 0710,2026-05-24,Closed Won,1.0,2025-08-10,593700
Project 0710,2026-04-24,Closed Won,1.0,2025-08-10,593700
Project 0710,2026-03-24,Closed Won,1.0,2025-08-10,593700
Project 0711,2026-08-24,Closed Won,1.0,2026-05-09,1916400
Project 0711,2026-07-24,Closed Won,1.0,2026-05-09,1916400
Project 0711,2026-06-24,Closed Won,1.0,2026-05-09,1916400
Project 0711,2026-05-24,Closed Won,1.0,2026-05-09,1916400
Project 0711,2026-04-24,Closed Won,1.0,2026-05-09,1916400
Project 0711,2026-03-24,Closed Won,1.0,2026-05-09,1916400
Project 0712,2026-08-24,Prospect,0.15,2025-10-16,94850
Project 0712,2026-07-24,Prospect,0.15,2025-10-16,94850
Project 0712,2026-06-24,Prospect,0.15,2025-10-16,94850
Project 0712,2026-05-24,Prospect,0.15,2025-10-16,94850
Project 0712,2026-04-24,Prospect,0.15,2025-10-16,94850
Project 0712,2026-03-24,Prospect,0.15,2025-10-16,94850
Project 0713,2026-08-24,Qualified,0.35,2026-08-30,303750
Project 0713,2026-07-24,Qualified,0.35,2026-08-30,303750
Project 0713,2026-06-24,Qualified,0.35,2026-08-30,303750
Project 0713,2026-05-24,Qualified,0.35,2026-08-30,303750
Project 0713,2026-04-24,Qualified,0.35,2026-08-30,303750
Project 0713,2026-03-24,Qualified,0.35,2026-08-30,303750
Project 0714,2026-08-24,Prospect,0.15,2026-10-02,90900
Project 0714,2026-07-24,Prospect,0.15,2026-10-02,90900
Project 0714,2026-06-24,Prospect,0.15,2026-10-02,90900
Project 0714,2026-05-24,Prospect,0.15,2026-10-02,90900
Project 0714,2026-04-24,Prospect,0.15,2026-10-02,90900
Project 0714,2026-03-24,Prospect,0.15,2026-10-02,90900
Project 0715,2026-08-24,Prospect,0.15,2026-03-02,241650
Project 0715,2026-07-24,Prospect,0.15,2026-03-02,241650
Project 0715,2026-06-24,Prospect,0.15,2026-03-02,241650
Project 0715,2026-05-24,Prospect,0.15,2026-03-02,241650
Project 0715,2026-04-24,Prospect,0.15,2026-03-02,241650
Project 0715,2026-03-24,Prospect,0.15,2026-03-02,241650
Project 0716,2026-08-24,Qualified,0.35,2025-11-21,1212750
Project 0716,2026-07-24,Qualified,0.35,2025-11-21,1212750
Project 0716,2026-06-24,Qualified,0.35,2025-11-21,1212750
Project 0716,2026-05-24,Qualified,0.35,2025-11-21,1212750
Project 0716,2026-04-24,Qualified,0.35,2025-11-21,1212750
Project 0716,2026-03-24,Qualified,0.35,2025-11-21,1212750
Project 0717,2026-08-24,In Delivery,0.75,2025-04-18,641700
Project 0717,2026-07-24,In Delivery,0.75,2025-04-18,641700
Project 0717,2026-06-24,In Delivery,0.75,2025-04-18,641700
Project 0717,2026-05-24,In Delivery,0.75,2025-04-18,641700
Project 0717,2026-04-24,In Delivery,0.75,2025-04-18,641700
Project 0717,2026-03-24,In Delivery,0.75,2025-04-18,641700
Project 0718,2026-08-24,Qualified,0.35,2026-11-07,899500
Project 0718,2026-07-24,Qualified,0.35,2026-11-07,899500
Project 0718,2026-06-24,Qualified,0.35,2026-11-07,899500
Project 0718,2026-05-24,Qualified,0.35,2026-11-07,899500
Project 0718,2026-04-24,Qualified,0.35,2026-11-07,899500
Project 0718,2026-03-24,Qualified,0.35,2026-11-07,899500
Project 0719,2026-08-24,In Delivery,0.75,2026-03-13,540400
Project 0719,2026-07-24,In Delivery,0.75,2026-03-13,540400
Project 0719,2026-06-24,In Delivery,0.75,2026-03-13,540400
Project 0719,2026-05-24,In Delivery,0.75,2026-03-13,540400
Project 0719,2026-04-24,In Delivery,0.75,2026-03-13,540400
Project 0719,2026-03-24,In Delivery,0.75,2026-03-13,540400
Project 0720,2026-08-24,Prospect,0.15,2026-09-06,944800
Project 0720,2026-07-24,Prospect,0.15,2026-09-06,944800
Project 0720,2026-06-24,Prospect,0.15,2026-09-06,944800
Project 0720,2026-05-24,Prospect,0.15,2026-09-06,944800
Project 0720,2026-04-24,Prospect,0.15,2026-09-06,944800
Project 0720,2026-03-24,Prospect,0.15,2026-09-06,944800
Project 0721,2026-08-24,Prospect,0.15,2026-12-04,1107750
Project 0721,2026-07-24,Prospect,0.15,2026-12-04,1107750
Project 0721,2026-06-24,Prospect,0.15,2026-12-04,1107750
Project 0721,2026-05-24,Prospect,0.15,2026-12-04,1107750
Project 0721,2026-04-24,Prospect,0.15,2026-12-04,1107750
Project 0721,2026-03-24,Prospect,0.15,2026-12-04,1107750
Project 0722,2026-08-24,Closed Won,1.0,2026-01-28,1132500
Project 0722,2026-07-24,Closed Won,1.0,2026-01-28,1132500
Project 0722,2026-06-24,Closed Won,1.0,2026-01-28,1132500
Project 0722,2026-05-24,Closed Won,1.0,2026-01-28,1132500
Project 0722,2026-04-24,Closed Won,1.0,2026-01-28,1132500
Project 0722,2026-03-24,Closed Won,1.0,2026-01-28,1132500
Project 0723,2026-08-24,Prospect,0.15,2026-11-16,700200
Project 0723,2026-07-24,Prospect,0.15,2026-11-16,700200
Project 0723,2026-06-24,Prospect,0.15,2026-11-16,700200
Project 0723,2026-05-24,Prospect,0.15,2026-11-16,700200
Project 0723,2026-04-24,Prospect,0.15,2026-11-16,700200
Project 0723,2026-03-24,Prospect,0.15,2026-11-16,700200
Project 0724,2026-08-24,Closed Won,1.0,2026-03-09,1018500
Project 0724,2026-07-24,Closed Won,1.0,2026-03-09,1018500
Project 0724,2026-06-24,Closed Won,1.0,2026-03-09,1018500
Project 0724,2026-05-24,Closed Won,1.0,2026-03-09,1018500
Project 0724,2026-04-24,Closed Won,1.0,2026-03-09,1018500
Project 0724,2026-03-24,Closed Won,1.0,2026-03-09,1018500
Project 0725,2026-08-24,Closed Won,1.0,2027-02-25,97400
Project 0725,2026-07-24,Closed Won,1.0,2027-02-25,97400
Project 0725,2026-06-24,Closed Won,1.0,2027-02-25,97400
Project 0725,2026-05-24,Closed Won,1.0,2027-02-25,97400
Project 0725,2026-04-24,Closed Won,1.0,2027-02-25,97400
Project 0725,2026-03-24,Closed Won,1.0,2027-02-25,97400
Project 0726,2026-08-24,In Delivery,0.75,2026-03-31,392800
Project 0726,2026-07-24,In Delivery,0.75,2026-03-31,392800
Project 0726,2026-06-24,In Delivery,0.75,2026-03-31,392800
Project 0726,2026-05-24,In Delivery,0.75,2026-03-31,392800
Project 0726,2026-04-24,In Delivery,0.75,2026-03-31,392800
Project 0726,2026-03-24,In Delivery,0.75,2026-03-31,392800
Project 0727,2026-08-24,Closed Won,1.0,2026-04-04,251250
Project 0727,2026-07-24,Closed Won,1.0,2026-04-04,251250
Project 0727,2026-06-24,Closed Won,1.0,2026-04-04,251250
Project 0727,2026-05-24,Closed Won,1.0,2026-04-04,251250
Project 0727,2026-04-24,Closed Won,1.0,2026-04-04,251250
Project 0727,2026-03-24,Closed Won,1.0,2026-04-04,251250
Project 0728,2026-08-24,Closed Won,1.0,2025-08-10,1700400
Project 0728,2026-07-24,Closed Won,1.0,2025-08-10,1700400
Project 0728,2026-06-24,Closed Won,1.0,2025-08-10,1700400
Project 0728,2026-05-24,Closed Won,1.0,2025-08-10,1700400
Project 0728,2026-04-24,Closed Won,1.0,2025-08-10,1700400
Project 0728,2026-03-24,Closed Won,1.0,2025-08-10,1700400
Project 0729,2026-08-24,In Delivery,0.75,2026-12-04,208000
Project 0729,2026-07-24,In Delivery,0.75,2026-12-04,208000
Project 0729,2026-06-24,In Delivery,0.75,2026-12-04,208000
Project 0729,2026-05-24,In Delivery,0.75,2026-12-04,208000
Project 0729,2026-04-24,In Delivery,0.75,2026-12-04,208000
Project 0729,2026-03-24,In Delivery,0.75,2026-12-04,208000
Project 0730,2026-08-24,Qualified,0.35,2026-11-03,648750
Project 0730,2026-07-24,Qualified,0.35,2026-11-03,648750
Project 0730,2026-06-24,Qualified,0.35,2026-11-03,648750
Project 0730,2026-05-24,Qualified,0.35,2026-11-03,648750
Project 0730,2026-04-24,Qualified,0.35,2026-11-03,648750
Project 0730,2026-03-24,Qualified,0.35,2026-11-03,648750
Project 0731,2026-08-24,Closed Won,1.0,2026-03-17,486400
Project 0731,2026-07-24,Closed Won,1.0,2026-03-17,486400
Project 0731,2026-06-24,Closed Won,1.0,2026-03-17,486400
Project 0731,2026-05-24,Closed Won,1.0,2026-03-17,486400
Project 0731,2026-04-24,Closed Won,1.0,2026-03-17,486400
Project 0731,2026-03-24,Closed Won,1.0,2026-03-17,486400
Project 0732,2026-08-24,In Delivery,0.75,2026-07-27,63000
Project 0732,2026-07-24,In Delivery,0.75,2026-07-27,63000
Project 0732,2026-06-24,In Delivery,0.75,2026-07-27,63000
Project 0732,2026-05-24,In Delivery,0.75,2026-07-27,63000
Project 0732,2026-04-24,In Delivery,0.75,2026-07-27,63000
Project 0732,2026-03-24,In Delivery,0.75,2026-07-27,63000
Project 0733,2026-08-24,Closed Won,1.0,2025-10-04,472500
Project 0733,2026-07-24,Closed Won,1.0,2025-10-04,472500
Project 0733,2026-06-24,Closed Won,1.0,2025-10-04,472500
Project 0733,2026-05-24,Closed Won,1.0,2025-10-04,472500
Project 0733,2026-04-24,Closed Won,1.0,2025-10-04,472500
Project 0733,2026-03-24,Closed Won,1.0,2025-10-04,472500
Project 0734,2026-08-24,Qualified,0.35,2026-10-25,816500
Project 0734,2026-07-24,Qualified,0.35,2026-10-25,816500
Project 0734,2026-06-24,Qualified,0.35,2026-10-25,816500
Project 0734,2026-05-24,Qualified,0.35,2026-10-25,816500
Project 0734,2026-04-24,Qualified,0.35,2026-10-25,816500
Project 0734,2026-03-24,Qualified,0.35,2026-10-25,816500
Project 0735,2026-08-24,Prospect,0.15,2026-06-20,832400
Project 0735,2026-07-24,Prospect,0.15,2026-06-20,832400
Project 0735,2026-06-24,Prospect,0.15,2026-06-20,832400
Project 0735,2026-05-24,Prospect,0.15,2026-06-20,832400
Project 0735,2026-04-24,Prospect,0.15,2026-06-20,832400
Project 0735,2026-03-24,Prospect,0.15,2026-06-20,832400
Project 0736,2026-08-24,In Delivery,0.75,2025-10-29,466800
Project 0736,2026-07-24,In Delivery,0.75,2025-10-29,466800
Project 0736,2026-06-24,In Delivery,0.75,2025-10-29,466800
Project 0736,2026-05-24,In Delivery,0.75,2025-10-29,466800
Project 0736,2026-04-24,In Delivery,0.75,2025-10-29,466800
Project 0736,2026-03-24,In Delivery,0.75,2025-10-29,466800
Project 0737,2026-08-24,Closed Won,1.0,2025-04-08,840800
Project 0737,2026-07-24,Closed Won,1.0,2025-04-08,840800
Project 0737,2026-06-24,Closed Won,1.0,2025-04-08,840800
Project 0737,2026-05-24,Closed Won,1.0,2025-04-08,840800
Project 0737,2026-04-24,Closed Won,1.0,2025-04-08,840800
Project 0737,2026-03-24,Closed Won,1.0,2025-04-08,840800
Project 0738,2026-08-24,Prospect,0.15,2026-07-31,682200
Project 0738,2026-07-24,Prospect,0.15,2026-07-31,682200
Project 0738,2026-06-24,Prospect,0.15,2026-07-31,682200
