project_name,month,actual_hours,actual_revenue,actual_cost
Project 0570,2025-09-01,238.72,65660.79,46451.16
Project 0570,2025-10-01,276.32,66671.33,38939.25
Project 0570,2025-11-01,278.08,54964.74,31646.77
Project 0570,2025-12-01,233.29,66518.46,48697.9
Project 0570,2026-01-01,242.92,70403.85,39896.27
Project 0570,2026-02-01,261.32,64031.71,37057.82
Project 0570,2026-03-01,326.02,62265.02,35104.8
Project 0570,2026-04-01,272.04,56350.89,39934.31
Project 0570,2026-05-01,295.12,50932.99,29438.08
Project 0570,2026-06-01,290.29,68877.82,44171.5
Project 0570,2026-07-01,295.15,68676.78,48199.89
Project 0570,2026-08-01,281.64,56929.48,32917.83
Project 0571,2024-09-01,181.76,19530.65,13963.96
Project 0571,2024-10-01,150.11,15697.52,10796.65
Project 0571,2024-11-01,159.19,14737.14,10783.79
Project 0571,2024-12-01,169.69,15204.63,11238.0
Project 0571,2025-01-01,175.26,14495.76,10252.73
Project 0571,2025-02-01,198.43,20084.65,14615.16
Project 0571,2025-03-01,147.68,14586.07,10174.44
Project 0571,2025-04-01,188.03,19106.08,13298.89
Project 0571,2025-05-01,183.26,19764.47,14615.13
Project 0571,2025-06-01,177.39,18734.59,11883.42
Project 0571,2025-07-01,190.04,19086.2,13617.79
Project 0571,2025-08-01,181.56,19279.96,14250.6
Project 0571,2025-09-01,155.74,18797.58,12663.88
Project 0571,2025-10-01,184.32,15638.77,11072.05
Project 0571,2025-11-01,191.67,19478.12,13764.43
Project 0571,2025-12-01,183.67,17338.89,12586.67
Project 0571,2026-01-01,167.72,17469.94,12393.15
Project 0571,2026-02-01,216.22,14687.32,9076.96
Project 0571,2026-03-01,194.43,18328.32,10583.06
Project 0571,2026-04-01,185.38,19543.22,12030.53
Project 0571,2026-05-01,189.61,19718.16,13943.8
Project 0571,2026-06-01,150.11,20608.53,14424.31
Project 0571,2026-07-01,209.54,19133.38,12084.9
Project 0571,2026-08-01,190.79,19837.39,11183.42
Project 0572,2024-09-01,226.79,70063.6,49546.63
Project 0572,2024-10-01,264.43,80728.26,52346.17
Project 0572,2024-11-01,276.82,69905.52,45293.35
Project 0572,2024-12-01,198.11,88768.12,54101.17
Project 0572,2025-01-01,264.88,83753.45,47772.2
Project 0572,2025-02-01,236.74,92704.95,60252.01
Project 0572,2025-03-01,189.86,95615.11,71534.52
Project 0572,2025-04-01,210.96,94951.29,60798.76
Project 0572,2025-05-01,231.48,69866.66,46080.13
Project 0572,2025-06-01,217.28,97126.53,64504.02
Project 0572,2025-07-01,239.7,91503.91,53185.26
Project 0572,2025-08-01,191.92,74305.66,44103.81
Project 0572,2025-09-01,253.03,79038.02,44434.0
Project 0572,2025-10-01,204.53,93917.57,63176.92
Project 0572,2025-11-01,193.51,85824.12,52134.67
Project 0572,2025-12-01,241.26,78058.11,55241.73
Project 0572,2026-01-01,187.6,99234.37,73208.5
Project 0572,2026-02-01,214.12,86088.92,52248.65
Project 0572,2026-03-01,234.48,75431.2,55759.0
Project 0572,2026-04-01,222.19,74618.32,44082.24
Project 0572,2026-05-01,265.95,74421.01,44830.66
Project 0572,2026-06-01,270.32,76608.32,48049.36
Project 0572,2026-07-01,251.15,69374.22,45329.28
Project 0572,2026-08-01,235.82,92517.24,57384.14
Project 0573,2024-09-01,423.35,113251.43,66978.81
Project 0573,2024-10-01,322.99,156812.62,112184.86
Project 0573,2024-11-01,358.1,148021.28,93303.85
Project 0573,2024-12-01,368.75,143905.4,97336.41
Project 0573,2025-01-01,373.37,132685.39,77996.45
Project 0573,2025-02-01,340.81,112713.75,72494.37
Project 0573,2025-03-01,350.2,153667.84,97853.18
Project 0573,2025-04-01,316.67,142536.71,103243.32
Project 0573,2025-05-01,433.84,130635.62,78937.05
Project 0573,2025-06-01,409.14,132462.81,87582.47
Project 0573,2025-07-01,328.63,141882.61,87355.96
Project 0573,2025-08-01,315.98,134485.93,77364.54
Project 0573,2025-09-01,408.61,150671.88,110956.49
Project 0573,2025-10-01,351.22,138286.45,78906.83
Project 0573,2025-11-01,357.05,150992.78,99991.46
Project 0573,2025-12-01,367.99,125141.38,88393.67
Project 0573,2026-01-01,443.25,144338.71,93694.56
Project 0573,2026-02-01,291.74,135549.28,85108.22
Project 0573,2026-03-01,339.93,154441.76,108606.9
Project 0573,2026-04-01,303.74,157113.6,96907.45
Project 0573,2026-05-01,321.62,132885.61,73417.61
Project 0573,2026-06-01,370.05,132607.81,89521.79
Project 0573,2026-07-01,324.16,149873.28,84259.84
Project 0573,2026-08-01,363.71,114371.8,84000.06
Project 0574,2024-09-01,83.94,26087.57,15141.06
Project 0574,2024-10-01,95.05,21068.4,14992.55
Project 0574,2024-11-01,114.75,24430.29,17629.39
Project 0574,2024-12-01,75.95,21749.51,12991.37
Project 0574,2025-01-01,96.66,23116.68,13824.52
Project 0574,2025-02-01,84.41,19297.21,11615.94
Project 0574,2025-03-01,105.63,25170.18,16624.06
Project 0574,2025-04-01,110.39,18413.84,12162.21
Project 0574,2025-05-01,77.95,23254.67,16579.88
Project 0574,2025-06-01,113.06,24888.68,16317.46
Project 0574,2025-07-01,78.27,21392.29,12595.29
Project 0574,2025-08-01,77.82,20047.36,11645.01
Project 0574,2025-09-01,98.55,25325.95,17801.56
Project 0574,2025-10-01,80.91,20442.16,12769.21
Project 0574,2025-11-01,87.9,24577.0,14522.72
Project 0574,2025-12-01,101.92,18425.46,11740.05
Project 0574,2026-01-01,97.45,20312.3,14018.02
Project 0574,2026-02-01,101.27,20222.17,12174.37
Project 0574,2026-03-01,106.58,26123.1,17516.36
Project 0574,2026-04-01,100.31,19622.37,13933.67
Project 0574,2026-05-01,108.54,24130.93,14805.77
Project 0574,2026-06-01,98.27,20867.17,12639.9
Project 0574,2026-07-01,94.93,19148.84,10539.23
Project 0574,2026-08-01,107.32,24319.74,16060.35
Project 0575,2024-09-01,252.81,29670.93,20457.84
Project 0575,2024-10-01,280.14,22990.44,15605.59
Project 0575,2024-11-01,227.54,28330.96,15741.45
Project 0575,2024-12-01,291.26,31175.76,22183.34
Project 0575,2025-01-01,199.19,31308.57,18025.44
Project 0575,2025-02-01,192.44,30961.98,17606.24
Project 0575,2025-03-01,245.62,30348.09,19069.09
Project 0575,2025-04-01,279.87,27771.63,19479.75
Project 0575,2025-05-01,290.32,29123.04,19054.08
Project 0575,2025-06-01,231.99,22419.86,12763.95
Project 0575,2025-07-01,213.46,23497.11,14715.61
Project 0575,2025-08-01,204.4,27068.83,16575.44
Project 0575,2025-09-01,225.2,25063.0,14325.97
Project 0575,2025-10-01,245.34,26244.64,14943.43
Project 0575,2025-11-01,266.8,27451.98,15143.83
Project 0575,2025-12-01,235.98,22822.9,16536.46
Project 0575,2026-01-01,196.26,32118.0,17782.72
Project 0575,2026-02-01,236.09,24595.74,16340.41
Project 0575,2026-03-01,280.91,31880.26,21118.12
Project 0575,2026-04-01,220.52,25896.15,17208.64
Project 0575,2026-05-01,237.6,29414.0,17968.42
Project 0575,2026-06-01,245.72,28355.75,18019.33
Project 0575,2026-07-01,216.36,29678.14,19201.31
Project 0575,2026-08-01,263.27,31556.05,19804.4
Project 0576,2024-09-01,34.7,1795.24,1027.79
Project 0576,2024-10-01,42.03,1661.33,1066.97
Project 0576,2024-11-01,31.1,1819.62,1130.43
Project 0576,2024-12-01,33.23,2038.06,1223.06
Project 0576,2025-01-01,29.74,1484.44,990.06
Project 0576,2025-02-01,38.5,1867.42,1228.7
Project 0576,2025-03-01,29.34,1760.25,1264.1
Project 0576,2025-04-01,30.3,1774.26,1024.05
Project 0576,2025-05-01,32.11,1774.18,1302.95
Project 0576,2025-06-01,43.93,1765.3,1230.12
Project 0576,2025-07-01,34.44,1962.93,1132.23
Project 0576,2025-08-01,34.73,1886.22,1395.38
Project 0576,2025-09-01,38.26,1571.75,1136.71
Project 0576,2025-10-01,43.53,1704.37,963.52
Project 0576,2025-11-01,40.69,1821.07,1075.09
Project 0576,2025-12-01,29.46,1485.68,911.98
Project 0576,2026-01-01,31.78,1590.48,1020.62
Project 0576,2026-02-01,44.2,1502.84,1035.7
Project 0576,2026-03-01,39.31,1468.2,1040.03
Project 0576,2026-04-01,41.7,1569.93,1055.55
Project 0576,2026-05-01,39.71,1969.37,1360.69
Project 0576,2026-06-01,33.26,1549.31,1014.26
Project 0576,2026-07-01,35.88,1520.35,971.6
Project 0576,2026-08-01,31.39,1596.02,956.78
Project 0577,2024-09-01,20.35,3031.57,1918.35
Project 0577,2024-10-01,23.85,2587.58,1785.63
Project 0577,2024-11-01,17.79,2846.97,1972.78
Project 0577,2024-12-01,18.13,3339.61,2239.31
Project 0577,2025-01-01,17.27,2841.97,1975.64
Project 0577,2025-02-01,23.05,2471.61,1498.37
Project 0577,2025-03-01,17.96,2990.2,1866.42
Project 0577,2025-04-01,20.84,2506.16,1485.29
Project 0577,2025-05-01,17.46,2594.08,1823.86
Project 0577,2025-06-01,17.92,3067.66,1977.06
Project 0577,2025-07-01,24.7,3090.06,1736.35
Project 0577,2025-08-01,22.24,2777.0,1536.02
Project 0577,2025-09-01,23.45,2652.38,1647.52
Project 0577,2025-10-01,22.34,2485.61,1491.39
Project 0577,2025-11-01,24.91,3132.82,2053.79
Project 0577,2025-12-01,21.29,3025.31,2158.53
Project 0577,2026-01-01,20.22,2650.48,1932.22
Project 0577,2026-02-01,19.46,3155.88,2261.27
Project 0577,2026-03-01,22.41,2647.45,1962.53
Project 0577,2026-04-01,23.96,2999.69,2091.04
Project 0577,2026-05-01,25.56,3304.87,1832.43
Project 0577,2026-06-01,22.04,2426.23,1797.47
Project 0577,2026-07-01,24.34,2906.33,2044.84
Project 0577,2026-08-01,21.27,2919.51,1860.33
Project 0578,2024-09-01,32.61,9437.86,5586.4
Project 0578,2024-10-01,26.37,11872.61,6592.85
Project 0578,2024-11-01,32.97,9126.16,5253.83
Project 0578,2024-12-01,24.16,11247.31,7308.35
Project 0578,2025-01-01,26.04,9263.11,5325.96
Project 0578,2025-02-01,26.45,10567.63,6584.66
Project 0578,2025-03-01,23.58,8643.45,5977.0
Project 0578,2025-04-01,27.4,9587.07,6736.0
Project 0578,2025-05-01,24.7,10153.94,6701.24
Project 0578,2025-06-01,29.37,11479.48,7278.41
Project 0578,2025-07-01,24.98,8967.17,6628.74
Project 0578,2025-08-01,22.97,11370.16,6266.13
Project 0578,2025-09-01,33.67,9152.34,6095.53
Project 0578,2025-10-01,27.69,11618.77,8311.22
Project 0578,2025-11-01,27.21,8626.13,5395.81
Project 0578,2025-12-01,25.63,12150.13,7695.69
Project 0578,2026-01-01,32.88,11321.79,8215.97
Project 0578,2026-02-01,33.73,9967.09,6784.61
Project 0578,2026-03-01,33.45,11665.16,6960.83
Project 0578,2026-04-01,29.22,10356.39,7358.09
Project 0578,2026-05-01,24.51,9991.83,6980.76
Project 0578,2026-06-01,33.1,10702.74,7288.63
Project 0578,2026-07-01,33.96,8562.58,5725.13
Project 0578,2026-08-01,33.24,10715.92,7316.42
Project 0579,2024-09-01,96.83,5675.93,4214.03
Project 0579,2024-10-01,100.11,4853.11,3464.67
Project 0579,2024-11-01,100.53,5698.68,3460.42
Project 0579,2024-12-01,121.68,6732.46,4243.62
Project 0579,2025-01-01,116.24,6490.66,3969.6
Project 0579,2025-02-01,130.04,5029.11,3365.7
Project 0579,2025-03-01,122.08,4881.58,2840.54
Project 0579,2025-04-01,104.77,6707.23,4622.64
Project 0579,2025-05-01,127.28,6038.7,3840.6
Project 0579,2025-06-01,142.32,4844.58,2850.09
Project 0579,2025-07-01,98.41,6272.04,3802.36
Project 0579,2025-08-01,112.79,5841.31,4332.22
Project 0579,2025-09-01,139.29,6432.09,4361.85
Project 0579,2025-10-01,118.26,5141.38,3614.94
Project 0579,2025-11-01,136.23,4824.85,3262.9
Project 0579,2025-12-01,127.43,6177.31,4444.9
Project 0579,2026-01-01,110.89,4871.66,3169.13
Project 0579,2026-02-01,140.37,5814.03,3247.09
Project 0579,2026-03-01,120.01,6470.49,4276.51
Project 0579,2026-04-01,124.79,5349.56,3633.86
Project 0579,2026-05-01,126.53,5080.57,3065.32
Project 0579,2026-06-01,123.14,6105.91,4232.56
Project 0579,2026-07-01,97.77,4732.44,3398.08
Project 0579,2026-08-01,134.85,5473.53,3079.05
Project 0580,2024-09-01,193.28,71847.59,46245.81
Project 0580,2024-10-01,192.64,75803.27,47008.07
Project 0580,2024-11-01,279.25,65944.2,40656.01
Project 0580,2024-12-01,260.15,72733.5,44470.24
Project 0580,2025-01-01,204.58,61769.03,42533.69
Project 0580,2025-02-01,200.78,66996.69,45156.71
Project 0580,2025-03-01,194.21,65480.93,48504.39
Project 0580,2025-04-01,191.94,73385.26,54030.16
Project 0580,2025-05-01,188.9,75311.86,44456.27
Project 0580,2025-06-01,282.95,70272.8,50218.56
Project 0580,2025-07-01,187.97,60383.5,38921.84
Project 0580,2025-08-01,210.3,55916.7,37912.61
Project 0580,2025-09-01,224.16,65395.55,48130.63
Project 0580,2025-10-01,235.83,58292.06,38746.67
Project 0580,2025-11-01,258.79,61325.23,44366.09
Project 0580,2025-12-01,266.8,66488.16,37379.14
Project 0580,2026-01-01,233.15,57370.56,42121.69
Project 0580,2026-02-01,230.01,66255.64,44392.7
Project 0580,2026-03-01,253.35,56681.11,32240.45
Project 0580,2026-04-01,259.75,67318.66,42565.69
Project 0580,2026-05-01,200.47,75176.04,43917.22
Project 0580,2026-06-01,282.65,65910.47,41400.98
Project 0580,2026-07-01,257.54,75540.49,53370.19
Project 0580,2026-08-01,244.77,75810.26,51424.42
Project 0581,2024-09-01,333.84,42090.48,25451.32
Project 0581,2024-10-01,324.45,45162.11,30277.28
Project 0581,2024-11-01,332.48,34153.46,19688.96
Project 0581,2024-12-01,241.21,47717.54,33118.6
Project 0581,2025-01-01,327.37,38879.16,25418.82
Project 0581,2025-02-01,240.41,42832.68,31837.35
Project 0581,2025-03-01,354.43,33640.02,22325.2
Project 0581,2025-04-01,314.46,37378.21,25588.35
Project 0581,2025-05-01,232.64,44314.1,33082.98
Project 0581,2025-06-01,280.2,42662.36,28333.36
Project 0581,2025-07-01,263.04,36205.01,20533.89
Project 0581,2025-08-01,263.61,46501.89,32455.62
Project 0581,2025-09-01,249.7,37612.24,21500.17
Project 0581,2025-10-01,246.24,46222.88,26228.24
Project 0581,2025-11-01,278.74,33720.95,24904.18
Project 0581,2025-12-01,245.63,46934.09,25931.04
Project 0581,2026-01-01,270.84,44617.89,31988.14
Project 0581,2026-02-01,295.3,36748.76,20453.96
Project 0581,2026-03-01,253.91,46729.35,28455.4
Project 0581,2026-04-01,266.2,40631.63,22673.78
Project 0581,2026-05-01,356.28,34010.86,20920.05
Project 0581,2026-06-01,352.02,38496.64,27610.98
Project 0581,2026-07-01,317.2,43676.58,31019.86
Project 0581,2026-08-01,317.96,36064.75,20545.36
Project 0582,2024-09-01,198.21,9447.49,6537.29
Project 0582,2024-10-01,242.78,12447.65,7883.41
Project 0582,2024-11-01,244.92,10963.75,7374.84
Project 0582,2024-12-01,197.62,11025.66,7424.59
Project 0582,2025-01-01,229.77,9025.11,6445.28
Project 0582,2025-02-01,185.43,9655.99,7184.51
Project 0582,2025-03-01,204.11,12255.42,7251.71
Project 0582,2025-04-01,216.96,10260.27,7328.05
Project 0582,2025-05-01,245.77,9888.84,7276.79
Project 0582,2025-06-01,176.66,10438.36,7468.89
Project 0582,2025-07-01,188.89,11726.5,7849.5
Project 0582,2025-08-01,192.07,12182.39,7243.41
Project 0582,2025-09-01,273.28,9742.28,5805.47
Project 0582,2025-10-01,178.83,9997.39,7464.61
Project 0582,2025-11-01,246.2,9918.41,5507.43
Project 0582,2025-12-01,248.73,12020.2,6813.42
Project 0582,2026-01-01,203.42,9432.17,5856.75
Project 0582,2026-02-01,180.15,12020.58,8174.57
Project 0582,2026-03-01,212.11,9847.05,5420.22
Project 0582,2026-04-01,191.11,10092.19,6567.94
Project 0582,2026-05-01,257.2,9571.56,6954.52
Project 0582,2026-06-01,271.72,12262.58,8987.6
Project 0582,2026-07-01,205.35,10047.79,6596.69
Project 0582,2026-08-01,270.54,10459.69,6463.11
Project 0583,2024-09-01,20.15,1376.74,1020.57
Project 0583,2024-10-01,17.8,1378.76,812.66
Project 0583,2024-11-01,23.06,1428.85,1023.37
Project 0583,2024-12-01,17.95,1375.54,895.58
Project 0583,2025-01-01,16.34,1456.64,945.34
Project 0583,2025-02-01,21.04,1201.76,813.37
Project 0583,2025-03-01,17.59,1294.83,753.47
Project 0583,2025-04-01,23.76,1396.87,815.52
Project 0583,2025-05-01,21.63,1074.49,664.86
Project 0583,2025-06-01,19.72,1136.92,778.84
Project 0583,2025-07-01,23.79,1137.76,700.45
Project 0583,2025-08-01,18.83,1183.3,827.14
Project 0583,2025-09-01,17.97,1437.33,824.67
Project 0583,2025-10-01,15.9,1156.54,781.9
Project 0583,2025-11-01,18.89,1377.02,1019.76
Project 0583,2025-12-01,18.46,1371.02,782.09
Project 0583,2026-01-01,19.53,1264.64,834.81
Project 0583,2026-02-01,17.46,1350.51,743.45
Project 0583,2026-03-01,22.3,1409.84,1032.46
Project 0583,2026-04-01,16.55,1480.91,919.31
Project 0583,2026-05-01,23.26,1427.37,789.2
Project 0583,2026-06-01,16.15,1216.33,860.79
Project 0583,2026-07-01,21.7,1379.94,866.67
Project 0583,2026-08-01,17.44,1224.84,762.07
Project 0584,2024-09-01,103.36,9873.4,6070.18
Project 0584,2024-10-01,122.68,9289.96,6874.54
Project 0584,2024-11-01,149.57,7907.24,5638.01
Project 0584,2024-12-01,123.87,6931.81,4201.56
Project 0584,2025-01-01,127.31,8352.66,6106.68
Project 0584,2025-02-01,111.17,7458.51,4263.38
Project 0584,2025-03-01,153.49,9135.1,5697.57
Project 0584,2025-04-01,109.66,7090.73,4045.1
Project 0584,2025-05-01,116.92,8693.16,6341.57
Project 0584,2025-06-01,154.2,7394.17,4558.86
Project 0584,2025-07-01,155.28,9523.7,7116.8
Project 0584,2025-08-01,106.53,9331.25,5235.54
Project 0584,2025-09-01,152.29,9138.35,5329.59
Project 0584,2025-10-01,135.79,9746.49,5602.3
Project 0584,2025-11-01,104.48,7408.53,4286.89
Project 0584,2025-12-01,113.27,9115.38,6037.4
Project 0584,2026-01-01,152.19,9082.03,6066.66
Project 0584,2026-02-01,153.2,8624.83,5252.36
Project 0584,2026-03-01,150.9,7519.28,4247.68
Project 0584,2026-04-01,124.34,7476.93,4652.52
Project 0584,2026-05-01,105.97,9036.75,5832.6
Project 0584,2026-06-01,140.0,9346.24,6321.14
Project 0584,2026-07-01,123.33,7626.99,4470.52
Project 0584,2026-08-01,134.29,8441.21,5708.25
Project 0585,2024-09-01,238.98,27367.22,17177.38
Project 0585,2024-10-01,306.02,24900.41,13803.31
Project 0585,2024-11-01,342.38,21423.65,13991.32
Project 0585,2024-12-01,349.56,23364.74,13200.85
Project 0585,2025-01-01,234.49,27768.46,18397.55
Project 0585,2025-02-01,315.12,24589.83,13670.11
Project 0585,2025-03-01,245.81,24377.14,14167.89
Project 0585,2025-04-01,311.7,21649.1,13596.02
Project 0585,2025-05-01,268.95,20523.68,11602.53
Project 0585,2025-06-01,304.35,25533.65,16125.45
Project 0585,2025-07-01,299.24,27814.91,20235.55
Project 0585,2025-08-01,280.52,24797.52,16311.8
Project 0585,2025-09-01,319.82,21099.51,15749.24
Project 0585,2025-10-01,273.45,21926.81,13840.6
Project 0585,2025-11-01,325.67,23970.0,13838.71
Project 0585,2025-12-01,301.88,22403.12,14963.39
Project 0585,2026-01-01,288.27,24430.04,16912.79
Project 0585,2026-02-01,268.12,21554.92,13771.37
Project 0585,2026-03-01,241.69,25805.23,14789.86
Project 0585,2026-04-01,265.24,26557.48,19724.17
Project 0585,2026-05-01,321.3,28106.86,19488.58
Project 0585,2026-06-01,254.21,25420.02,16525.33
Project 0585,2026-07-01,333.01,26649.3,19447.44
Project 0585,2026-08-01,265.31,27582.25,19151.57
Project 0586,2024-09-01,242.14,80270.67,47094.39
Project 0586,2024-10-01,199.66,82688.11,52002.31
Project 0586,2024-11-01,249.09,63447.51,43471.3
Project 0586,2024-12-01,183.84,78613.42,53589.91
Project 0586,2025-01-01,175.77,88312.97,65948.75
Project 0586,2025-02-01,250.63,74151.12,50183.51
Project 0586,2025-03-01,195.17,71327.28,43374.9
Project 0586,2025-04-01,220.16,71618.9,39628.24
Project 0586,2025-05-01,231.37,88915.02,65637.23
Project 0586,2025-06-01,204.96,82080.02,48258.58
Project 0586,2025-07-01,226.15,76580.57,55202.08
Project 0586,2025-08-01,207.66,71327.94,48074.76
Project 0586,2025-09-01,165.58,78555.77,50800.35
Project 0586,2025-10-01,234.47,84580.43,55098.1
Project 0586,2025-11-01,236.67,88497.55,61723.98
Project 0586,2025-12-01,215.03,76560.87,45526.7
Project 0586,2026-01-01,209.09,77020.19,45484.47
Project 0586,2026-02-01,183.25,88464.53,50499.49
Project 0586,2026-03-01,223.79,75232.85,44314.43
Project 0586,2026-04-01,184.79,67467.82,41192.04
Project 0586,2026-05-01,204.01,69198.06,38311.69
Project 0586,2026-06-01,227.77,64861.19,41022.63
Project 0586,2026-07-01,161.73,72316.92,44087.55
Project 0586,2026-08-01,192.04,84912.63,63067.9
Project 0587,2024-09-01,364.89,65591.45,46594.98
Project 0587,2024-10-01,349.64,80129.86,45993.51
Project 0587,2024-11-01,385.92,68854.23,51082.35
Project 0587,2024-12-01,303.37,66178.9,45014.02
Project 0587,2025-01-01,358.51,56549.54,35735.31
Project 0587,2025-02-01,447.32,62278.64,39277.99
Project 0587,2025-03-01,373.29,77964.85,55675.26
Project 0587,2025-04-01,451.81,67097.5,45492.5
Project 0587,2025-05-01,289.46,59854.88,44040.03
Project 0587,2025-06-01,305.92,72868.24,50912.85
Project 0587,2025-07-01,421.76,61600.32,41394.46
Project 0587,2025-08-01,300.09,59063.4,37990.97
Project 0587,2025-09-01,381.45,78999.01,55443.22
Project 0587,2025-10-01,351.7,67540.67,48253.86
Project 0587,2025-11-01,311.73,67391.46,40765.37
Project 0587,2025-12-01,354.74,69793.75,43500.95
Project 0587,2026-01-01,393.27,72426.09,44383.08
Project 0587,2026-02-01,412.34,64842.98,47611.45
Project 0587,2026-03-01,336.5,63979.8,38583.4
Project 0587,2026-04-01,350.56,59500.9,38866.06
Project 0587,2026-05-01,402.28,69206.64,38791.04
Project 0587,2026-06-01,330.42,69794.37,41724.8
Project 0587,2026-07-01,313.69,75391.34,46427.5
Project 0587,2026-08-01,394.35,71663.07,40103.91
Project 0588,2024-09-01,373.47,68083.1,50424.4
